patient_id,name,birth_date,gender,cpf,rg,rg_issuer,mobile_phone,home_phone,office_phone,email,email_secondary,birth_place,birth_state,zip_code,address,number,complement,neighborhood,city,state,country,picture_filename,ethnicity,marital_status,religion,occupation,education,responsible,cns,died,death_info,nationality,indication,indication_observation,active,receive_email,observation,healthinsurance_pack,patientrelatedness_mother_names,patientrelatedness_father_names,tag_names,tag_physician_id
229,Nicole Araújo,1995-01-01,,,,,(81)91944-5825,,,,,Souza das Flores, PI,81326-372,Alameda Pereira,960,,Vila São Gabriel Jacui,da Rosa,,BR,,bl,se,,,,,,,,,,,,,,,Laura da Cruz,Benjamin Gomes,,
230,Dr. Diogo Campos,2009-01-01,,,,,,(71)8558-8800,,,,Fogaça das Flores, MS,58740-847,Sítio da Cruz,8,,Vila De Sá,da Paz,,BR,,,st,,Tenente,,,,,,,,,,,,,Ana Clara Duarte,,,
231,Rafael Pinto,,,,,,,(61)7023-7652,,,,Pereira de Minas, AL,93411-503,Sítio de Freitas,5,,Novo Glória,Silva,,BR,,,ma,,Jogador de golfe,,,,,,,,,,,,,,Dr. Antônio Rodrigues,,
232,Dra. Gabriela Nunes,,,,,,(55)98619-1761,,,,,da Paz, AL,64493-862,Chácara da Costa,28,,Cruzeiro,Viana,,BR,,br,se,,Policial civil,,,,,,,,,,,,,Dra. Maria Cecília da Conceição,Dr. Yago Nascimento,,
233,Gustavo Moraes,2021-01-01,,,,,,(71)6075-0452,,,,, SC,91310-159,Rodovia Joana Caldeira,826,,Vila Copacabana,da Cunha,,BR,,br,ma,,Lutador de karatê,,,,,,,,,,,,,Esther Campos,,,
234,Sra. Emanuella Peixoto,2028-01-01,,,,,,,,,,Pereira,,,,,,,,,BR,,bl,se,,Instrumentador cirúrgico,,,,,,,,,,,,,Ana Vitória Barbosa,Guilherme da Rosa,,
235,Julia Freitas,1945-01-01,,,,,,(21)5679-3809,,,,da Mata, PR,26360-465,Viela Nascimento,5,,Tres Marias,Ramos Grande,,BR,,wh,st,,Boticário,,,,,,,,,,,,,,Diogo Porto,,
236,Thales Peixoto,1941-01-01,,,,,,(71)9264-0405,,,,Duarte, MS,40310-270,Trevo de Farias,217,,Vila Aeroporto Jaraguá,Teixeira,,BR,,br,wi,,Ferreiro,,,,,,,,,,,,,Sra. Ana Carolina Rezende,Vitor da Cunha,,
237,Luiz Fernando Moraes,1983-01-01,,,,,(41)95552-3192,,,,,Jesus do Oeste, DF,60460-249,Distrito de da Conceição,,,Vila Sumaré,da Mata,,BR,,br,wi,,Instrutor,,,,,,,,,,,,,,Arthur Silva,,
238,Igor Teixeira,,,,,,,,(41)5447-7230,,,Oliveira, ES,63619-461,Lagoa da Cunha,23,,Estrela,Freitas Paulista,,BR,,br,se,,Cumim,,,,,,,,,,,,,Carolina Araújo,,,
239,Ana Carolina Rodrigues,1939-01-01,,,,,,,,,,Freitas das Flores, DF,75806-054,Lago Barbosa,7,,Atila De Paiva,Lima da Serra,,BR,,,wi,,,,,,,,,,,,,,,Srta. Mariane Oliveira,Leandro Cunha,,
240,Raul Correia,2007-01-01,,,,,,,(51)5472-0359,,,Barros Verde, SC,88692-590,Ladeira Manuela Nascimento,,,Europa,Farias do Galho,,BR,,br,se,,Veterinário,,,,,,,,,,,,,Dra. Emanuella Melo,Danilo da Paz,,
241,Otávio Carvalho,1980-01-01,,,,,,,,,,, SC,21554-348,Praça de Porto,63,,Serra,Nascimento,,BR,,ye,se,,Bancário,,,,,,,,,,,,,Milena Cardoso,,,
242,Maria Eduarda Teixeira,2022-01-01,,,,,,,(61)7649-6618,,,da Cruz do Galho, BA,41531-195,Lago Marcos Vinicius Pereira,464,,Vila São Rafael,Carvalho do Amparo,,BR,,br,ma,,Compositor,,,,,,,,,,,,,Amanda Oliveira,,,
243,Dra. Maria Fernanda Porto,1966-01-01,,,,,(55)93561-4044,,,,,Fogaça, PB,93205-093,Sítio Gustavo Moraes,23,,Vila Madre Gertrudes 2ª Seção,da Rocha,,BR,,bl,wi,,Designer de produto ou desenhista industrial,,,,,,,,,,,,,Ana da Mota,,,
244,Ana Fogaça,2007-01-01,,,,,(55)90742-1222,,,,,Barros Verde, RN,31337-550,Feira Carvalho,75,,Alta Tensão 2ª Seção,Pinto da Praia,,BR,,,st,,Chaveiro,,,,,,,,,,,,,Maria Eduarda Alves,Sr. Daniel Moreira,,
245,Sr. Vicente Martins,2011-01-01,,,,,,(84)2884-0932,,,,, BA,67874-728,Largo Pinto,6,,Atila De Paiva,Porto de Gonçalves,,BR,,br,ma,,Presidente da República,,,,,,,,,,,,,Maria Sophia da Mota,Felipe Ferreira,,
246,Laura Ribeiro,2011-01-01,,,,,,,,,,Fogaça, MS,62071-815,Núcleo Bryan Lima,2,,Vila Da Ária,Cunha,,BR,,br,ma,,,,,,,,,,,,,,,Natália da Conceição,Dr. Noah Moura,,
247,Helena Cavalcanti,1987-01-01,,,,,,(51)9072-2276,,,,, RN,49057-088,Lago Cunha,95,,Ernesto Nascimento,Castro,,BR,,,ma,,Capataz,,,,,,,,,,,,,Carolina da Mata,Dr. Nathan Teixeira,,
248,Bruno da Costa,1941-01-01,,,,,(61)94237-0611,,,,,Cunha, RJ,85391-398,Vale de Lima,268,,Vila Cloris,Martins de Araújo,,BR,,br,wi,,Editor de mesa de corte,,,,,,,,,,,,,Agatha Alves,Sr. João Gabriel Campos,,
249,Sr. Noah Martins,,,,,,,,(51)6870-8310,,,Dias, PB,57267-353,Favela Maysa Barbosa,447,,Lagoa,Fogaça da Mata,,BR,,wh,se,,Técnico em segurança do trabalho,,,,,,,,,,,,,Vitória Melo,Luiz Otávio da Paz,,
250,Luiz Gustavo da Rosa,,,,,,,,,,,da Rocha de Moura, MG,99535-130,Via de Melo,412,,Santa Maria,Silva do Amparo,,BR,,bl,,,Editor,,,,,,,,,,,,,Raquel Silva,Heitor Viana,,
251,Giovanna Melo,2002-01-01,,,,,,(11)7497-3413,,,,da Rosa, RS,90065-766,Loteamento da Cruz,90,,Álvaro Camargos,Peixoto,,BR,,ye,,,Instrutor,,,,,,,,,,,,,Mariane Cardoso,Dr. Leandro Moura,,
252,Isis Porto,2029-01-01,,,,,,(31)2859-6732,,,,Freitas, SE,83117-388,Favela Bárbara Viana,,,Bonsucesso,da Cunha,,BR,,ye,st,,Ventríloquo,,,,,,,,,,,,,,Pedro Lucas Porto,,
253,Samuel da Paz,2020-01-01,,,,,,,(71)1219-8691,,,, AL,99519-920,Estrada Henrique Farias,724,,Califórnia,Jesus,,BR,,br,,,Personal stylist,,,,,,,,,,,,,,,,
254,Maria Luiza Moraes,2025-01-01,,,,,(84)98902-7139,,,,,, SP,29928-963,Parque Ferreira,4,,Santa Monica,Gomes do Sul,,BR,,wh,ma,,,,,,,,,,,,,,,Stella Correia,Luiz Felipe Gomes,,
255,Rebeca Souza,2014-01-01,,,,,,(61)4994-4840,,,,Caldeira de Lima, PA,18638-879,Alameda Azevedo,652,,Nossa Senhora Aparecida,Melo,,BR,,br,,,Tesoureiro,,,,,,,,,,,,,Maysa Porto,Guilherme da Cruz,,
256,Ana Júlia Carvalho,1958-01-01,,,,,,,,,,da Cunha, SP,73888-417,Praça Dias,74,,Vila Real 1ª Seção,Jesus,,BR,,,ma,,,,,,,,,,,,,,,Agatha da Rosa,Carlos Eduardo da Luz,,
257,Melissa Alves,,,,,,,,(51)1193-3071,,,,,,,,,,,,BR,,ye,,,Tecnólogo em processos químicos,,,,,,,,,,,,,,Calebe Novaes,,
258,Luiz Henrique da Rocha,1973-01-01,,,,,(71)99207-5045,,,,,Oliveira,,,,,,,,,BR,,ye,ma,,Tenista,,,,,,,,,,,,,Isabella Nascimento,,,
259,Kevin Caldeira,1951-01-01,,,,,(31)94745-8511,,,,,Castro, BA,03898-366,Recanto Correia,87,,Santa Lúcia,Teixeira,,BR,,wh,se,,Balconista,,,,,,,,,,,,,Raquel da Cruz,Anthony Farias,,
260,Clara Ferreira,2022-01-01,,,,,,(41)3834-9175,,,,da Luz Alegre, RS,65630-001,Rua Nicolas Fogaça,880,,Maria Virgínia,Nogueira,,BR,,br,wi,,Optometrista,,,,,,,,,,,,,Luana Almeida,Bruno Azevedo,,
261,Luana Moreira,1940-01-01,,,,,,(84)7385-9391,,,,das Neves, CE,01096-249,Conjunto Cardoso,897,,Grajaú,Oliveira,,BR,,bl,st,,,,,,,,,,,,,,,,,,
262,Sra. Emanuella da Conceição,2041-01-01,,,,,,,(51)6167-0078,,,Barbosa de Alves,,,,,,,,,BR,,br,,,Taxista,,,,,,,,,,,,,Rebeca Moreira,Pedro Henrique Cardoso,,
263,Dr. João Miguel Ferreira,2051-01-01,,,,,,(84)1499-3765,,,,Moreira, RO,22529-964,Recanto Murilo da Cruz,70,,Xodo-Marize,Ferreira,,BR,,wh,wi,,Taxidermista/Embalsamador,,,,,,,,,,,,,,Leonardo Sales,,
264,Caio Porto,,,,,,,,(84)2844-6051,,,, RS,83042-285,Chácara Oliveira,610,,Vila Santa Monica 2ª Seção,Novaes Alegre,,BR,,wh,wi,,Repositor,,,,,,,,,,,,,Brenda Silva,,,
265,Letícia da Paz,2000-01-01,,,,,(61)91506-7285,,,,,Cunha das Pedras,,,,,,,,,BR,,wh,,,Engenheiro de processos,,,,,,,,,,,,,Emilly Moreira,Augusto Silva,,
266,Ana Clara Freitas,,,,,,,,,,,Ribeiro, MT,34107-548,Passarela de Farias,96,,Vila Cloris,Freitas,,BR,,bl,wi,,Chargista,,,,,,,,,,,,,,Nathan Nunes,,
267,Yasmin Gomes,,,,,,,,(84)2544-8626,,,Campos da Serra, AL,63790-112,Área Moura,214,,Cdi Jatoba,Moraes Alegre,,BR,,br,,,,,,,,,,,,,,,,Isadora Caldeira,Ian Dias,,
268,João da Conceição,1921-01-01,,,,,(55)97994-9923,,,,,das Neves Paulista, PE,04515-813,Lago de Monteiro,27,,Jardim Do Vale,Costela,,BR,,wh,wi,,Ciclista,,,,,,,,,,,,,Maria Clara das Neves,Miguel Ribeiro,,
269,Gabriela Moreira,1928-01-01,,,,,(55)97277-0801,,,,,Rezende da Mata, PI,68155-328,Chácara Freitas,8,,Vila União,Pires,,BR,,ye,,,,,,,,,,,,,,,,Raquel Azevedo,João Pires,,
270,Agatha Melo,2042-01-01,,,,,,,,,,Nogueira, CE,48663-240,Esplanada Larissa da Cruz,81,,Céu Azul,Teixeira de Aragão,,BR,,wh,,,,,,,,,,,,,,,,Maria Julia Ferreira,Benjamin Nascimento,,
271,Rafaela Dias,,,,,,,(31)3233-1374,,,,Rezende, SC,23003-562,Travessa Maria Clara Ribeiro,500,,Biquinhas,da Luz de Castro,,BR,,wh,st,,,,,,,,,,,,,,,Helena Moreira,Marcos Vinicius da Mata,,
272,Pedro Miguel Campos,,,,,,,,(61)7497-6350,,,Nascimento, MG,75532-009,Parque Oliveira,45,,Indaiá,Azevedo da Serra,,BR,,br,se,,Argumentista,,,,,,,,,,,,,Caroline Porto,Enzo Gabriel Silva,,
273,Maria Cecília Nascimento,2003-01-01,,,,,(11)92342-3539,,,,,Ramos, SP,14314-003,Parque Anthony Almeida,9,,Calafate,Peixoto de da Luz,,BR,,wh,wi,,Continuista,,,,,,,,,,,,,Heloísa Dias,João Guilherme Barbosa,,
274,Sra. Ana Júlia Moraes,1947-01-01,,,,,(55)95991-6592,,,,,Teixeira, ES,39089-552,Fazenda de Souza,153,,Jardim Felicidade,da Paz,,BR,,ye,,,Somelier,,,,,,,,,,,,,,,,
275,Maria Peixoto,1940-01-01,,,,,(55)91431-3357,,,,,da Mata do Oeste,,,,,,,,,BR,,wh,se,,Assistente social,,,,,,,,,,,,,Sabrina Porto,Leandro Barros,,
276,Yago Viana,2019-01-01,,,,,,,,,,Costela de Minas,,,,,,,,,BR,,br,st,,Designer de moda,,,,,,,,,,,,,Dra. Luana Gonçalves,Antônio Novaes,,
277,Heitor Barros,1980-01-01,,,,,,(41)8926-8319,,,,Viana, MS,24386-893,Loteamento Rezende,,,Copacabana,Moura de da Rocha,,BR,,bl,st,,Projetista mecânico,,,,,,,,,,,,,Rafaela Martins,,,
278,Isabelly Barros,,,,,,,,,,,, RO,83300-432,Praça Benjamin da Rosa,62,,Alto Vera Cruz,Moraes,,BR,,br,,,,,,,,,,,,,,,,,André Nogueira,,
279,Daniel Nascimento,2048-01-01,,,,,,(31)5454-2045,,,,Carvalho, MG,98011-898,Vereda Emanuella Castro,72,,Marilandia,da Mata,,BR,,wh,wi,,,,,,,,,,,,,,,Sophie Cunha,Vicente Barbosa,,
280,Gabriel Barbosa,2037-01-01,,,,,,,(51)1049-4857,,,da Conceição, RJ,91195-729,Parque de Rezende,34,,Vila Paraíso,Porto,,BR,,wh,st,,,,,,,,,,,,,,,Sra. Ana Julia Martins,Ryan Jesus,,
281,Sofia Almeida,,,,,,,,(61)9970-5769,,,Lopes do Oeste, TO,93232-011,Feira Cardoso,2,,Vila Copasa,da Rocha,,BR,,ye,ma,,Caminhoneiro,,,,,,,,,,,,,Caroline Cardoso,,,
282,Maysa Dias,2029-01-01,,,,,,,,,,Porto, AC,13245-359,Pátio Manuela Costa,36,,Marieta 3ª Seção,Duarte Grande,,BR,,ye,st,,Engenheiro de ergonomia,,,,,,,,,,,,,Heloísa Costa,Breno Teixeira,,
283,Antônio Nunes,2019-01-01,,,,,,,,,,da Cruz, AP,39220-316,Distrito Vitória Ferreira,9,,Anchieta,da Conceição do Campo,,BR,,br,wi,,Enólogo,,,,,,,,,,,,,Alícia Rezende,Kevin Duarte,,
284,Davi Lucca Campos,1976-01-01,,,,,,,,,,Silveira,,,,,,,,,BR,,bl,wi,,,,,,,,,,,,,,,Dra. Maria Vitória Ribeiro,,,
285,Luana Ferreira,1976-01-01,,,,,,,,,,Rezende, RR,54554-107,Praia Ana Clara Aragão,35,,Vila São João Batista,da Costa,,BR,,br,se,,Dançarino,,,,,,,,,,,,,Srta. Ana Luiza Santos,Joaquim da Rocha,,
286,Beatriz da Mota,2008-01-01,,,,,(31)91280-9916,,,,,, PI,33101-712,Esplanada de da Rocha,76,,Conjunto Paulo Vi,Gomes Grande,,BR,,bl,ma,,Somelier,,,,,,,,,,,,,,Bruno Fernandes,,
287,Alexandre da Luz,1935-01-01,,,,,,,,,,Monteiro, SE,80502-770,Rodovia Sarah Ramos,,,Lorena,Melo,,BR,,bl,wi,,Assistente administrativo,,,,,,,,,,,,,Dra. Maria Cecília Monteiro,,,
288,Luiz Henrique Mendes,1949-01-01,,,,,(71)93493-6452,,,,,, AL,31196-313,Sítio Santos,,,Vila São Geraldo,Lima,,BR,,br,,,Juiz ou árbitro de futebol,,,,,,,,,,,,,Isis Carvalho,Sr. João Felipe Freitas,,
289,Yago Rocha,1974-01-01,,,,,,(31)3496-6505,,,,Oliveira do Sul, AP,01207-728,Pátio Davi Luiz Dias,55,,Milionario,da Luz das Flores,,BR,,bl,wi,,Tecnólogo em esporte e lazer,,,,,,,,,,,,,Lorena Rezende,Vitor Gabriel Farias,,
290,João Vitor Gomes,2045-01-01,,,,,,(71)5272-3577,,,,, SE,93297-928,Largo de da Cruz,,,Nova Gameleira,Melo dos Dourados,,BR,,br,ma,,Dublador,,,,,,,,,,,,,Bruna Cardoso,João Gabriel Martins,,
291,Mirella da Mata,1931-01-01,,,,,,(71)2084-9567,,,,Lopes,,,,,,,,,BR,,br,ma,,Profissional de tecnologia de laticínios,,,,,,,,,,,,,,Alexandre Viana,,
292,Sr. Enrico Porto,2006-01-01,,,,,,,(81)4476-0357,,,Azevedo, TO,72399-733,Loteamento Carvalho,,,Suzana,Pereira de Moraes,,BR,,,wi,,Profissional de cinema,,,,,,,,,,,,,Eloah Ramos,Antônio Rocha,,
293,João Miguel Cardoso,2009-01-01,,,,,,,,,,Castro, AP,58565-963,Núcleo de Rocha,,,Estrela,Lopes do Sul,,BR,,ye,ma,,Oceanógrafo,,,,,,,,,,,,,Sofia Porto,Sr. Lucas Gabriel Lopes,,
294,Juliana Teixeira,,,,,,(61)96092-8876,,,,,Caldeira, TO,43117-054,Residencial Mendes,22,,Guaratã,Moraes,,BR,,wh,st,,Bedel,,,,,,,,,,,,,Isadora Rezende,,,
295,Eduarda Rodrigues,1974-01-01,,,,,,,,,,Silveira, PB,56569-633,Viela Monteiro,644,,Vila Vista Alegre,Pereira,,BR,,bl,wi,,,,,,,,,,,,,,,,Dr. Pedro Sales,,
296,Luna Peixoto,2008-01-01,,,,,(81)94764-9196,,,,,Correia de Goiás, MG,07925-065,Passarela Alana Campos,19,,Brasil Industrial,Cardoso,,BR,,ye,st,,,,,,,,,,,,,,,Maitê Cavalcanti,Guilherme Azevedo,,
297,André Duarte,,,,,,(21)97690-2310,,,,,da Costa, MA,47058-157,Vale de Fogaça,47,,Bonfim,Viana de Martins,,BR,,bl,st,,Prático,,,,,,,,,,,,,,João Miguel da Conceição,,
298,Calebe Oliveira,1979-01-01,,,,,,,(71)6951-1979,,,Farias, SE,72177-151,Quadra de Silveira,60,,Olhos D'água,Martins de Fogaça,,BR,,,,,,,,,,,,,,,,,,Mariane Caldeira,Marcos Vinicius Lopes,,
299,Isabelly Teixeira,2042-01-01,,,,,(51)99708-8157,,,,,Ribeiro de da Mata, ES,11782-832,Campo de Silveira,985,,Conjunto Lagoa,das Neves,,BR,,br,ma,,Gestor de recursos humanos,,,,,,,,,,,,,,Kevin Rocha,,
300,Ana Júlia da Mata,1988-01-01,,,,,,,,,,Ramos, MG,69741-660,Viaduto de da Rosa,99,,Barreiro,Gomes da Mata,,BR,,,st,,Lutador de luta livre,,,,,,,,,,,,,Mariana Moraes,Gabriel Moraes,,
301,Alexandre da Cunha,1974-01-01,,,,,,,(11)1734-7663,,,da Cruz das Flores, MG,10142-956,Feira da Conceição,49,,Flamengo,Rezende,,BR,,bl,st,,Numerólogo,,,,,,,,,,,,,Pietra Rocha,Levi Nascimento,,
302,Maria Cecília Barros,2020-01-01,,,,,,,(31)6584-0107,,,Mendes,,,,,,,,,BR,,ye,ma,,Mágico,,,,,,,,,,,,,Sra. Alice Ribeiro,Cauê Rezende,,
303,Erick Cunha,1950-01-01,,,,,,,(81)2114-2148,,,Silva, GO,28509-410,Vereda Vieira,761,,Bonfim,da Conceição,,BR,,ye,ma,,,,,,,,,,,,,,,Sra. Alícia Souza,Leandro Ramos,,
304,Lorenzo Nogueira,1964-01-01,,,,,,,,,,, PA,83720-141,Parque Miguel Correia,77,,Xangri-Lá,da Cunha,,BR,,br,,,Forneiro,,,,,,,,,,,,,Srta. Sophie Azevedo,Dr. Luiz Felipe Duarte,,
305,Sophie Costa,2032-01-01,,,,,(84)98537-9336,,,,,Oliveira do Amparo, AM,04580-531,Colônia de da Conceição,778,,Santa Maria,Gonçalves de Dias,,BR,,ye,ma,,Tradutor,,,,,,,,,,,,,Alícia Santos,Sr. Leonardo Fogaça,,
306,Nina Almeida,1973-01-01,,,,,,,(11)1805-3833,,,Monteiro da Mata, SC,63780-319,Loteamento de Dias,432,,Jardim Felicidade,da Luz Grande,,BR,,,se,,Artista/Técnico em espetáculos de diversões,,,,,,,,,,,,,Maria Vitória Vieira,,,
307,Enzo Costa,1964-01-01,,,,,,(71)6438-6079,,,,Oliveira, AL,34703-470,Fazenda Barros,11,,Marçola,da Cunha,,BR,,ye,wi,,Pescador,,,,,,,,,,,,,Dra. Valentina Pinto,Henrique Santos,,
308,Isabella Silva,1976-01-01,,,,,,(81)2591-6818,,,,, DF,96143-112,Passarela de Gonçalves,5,,Vila Canto Do Sabiá,Rocha Paulista,,BR,,,st,,Engenheiro agrônomo,,,,,,,,,,,,,Maria Eduarda Fernandes,Noah Mendes,,
309,Antônio da Costa,,,,,,,,(81)9119-7387,,,Nascimento,,,,,,,,,BR,,br,st,,Guarda roupeiro,,,,,,,,,,,,,Lavínia da Cruz,Rafael Farias,,
310,Sr. João Miguel Costela,2021-01-01,,,,,,,(41)1809-5794,,,Souza das Flores, PB,01197-291,Viela de Lopes,,,Vila Puc,da Mota,,BR,,,se,,Zootecnista,,,,,,,,,,,,,,Sr. Yuri Ramos,,
311,Arthur Lopes,2041-01-01,,,,,(55)95445-7243,,,,,da Mata Grande, RJ,92960-759,Estação Nunes,5,,Petropolis,Santos de Silva,,BR,,br,wi,,Profissional de efeitos especiais,,,,,,,,,,,,,Stella Cardoso,Sr. Luiz Henrique da Conceição,,
312,Cauê Martins,2035-01-01,,,,,(81)91333-3976,,,,,Ribeiro do Norte, BA,88073-759,Pátio de Viana,480,,Novo Santa Cecilia,Correia Alegre,,BR,,br,se,,,,,,,,,,,,,,,Pietra Souza,,,
313,Dr. Benjamin Porto,1977-01-01,,,,,,(81)9986-2058,,,,Silva,,,,,,,,,BR,,ye,,,,,,,,,,,,,,,,,Calebe Melo,,
314,Maria Eduarda Rocha,2002-01-01,,,,,(31)92072-0844,,,,,Azevedo, AL,74082-732,Vila de da Cruz,12,,Palmeiras,Barbosa,,BR,,br,se,,Massagista,,,,,,,,,,,,,Sarah Pinto,Luigi da Conceição,,
315,Lívia Carvalho,1971-01-01,,,,,,,(71)1926-9341,,,, AM,43009-234,Alameda de Almeida,753,,Conjunto Capitão Eduardo,Cardoso,,BR,,bl,wi,,Almoxarife,,,,,,,,,,,,,Srta. Júlia Nogueira,João Pedro Jesus,,
316,Luiz Fernando Cunha,2015-01-01,,,,,,,(81)0535-4563,,,Novaes do Galho,,,,,,,,,BR,,br,st,,Portuário,,,,,,,,,,,,,,Daniel Aragão,,
317,Bianca Vieira,,,,,,,(71)3445-1967,,,,das Neves do Campo, PI,68112-843,Largo de da Cunha,,,Leonina,Souza,,BR,,,st,,Retificador,,,,,,,,,,,,,Alice Aragão,Erick Duarte,,
318,Kaique Fogaça,2038-01-01,,,,,(55)98336-3569,,,,,, RS,42889-154,Lago da Cruz,49,,Conjunto Santa Maria,Novaes do Galho,,BR,,br,se,,,,,,,,,,,,,,,Isis Alves,Noah da Rocha,,
319,Sr. Diogo Nascimento,2003-01-01,,,,,,,(71)1012-6824,,,Alves, RN,92765-159,Quadra Pereira,,,Barão Homem De Melo 2ª Seção,Caldeira do Galho,,BR,,,st,,Pastilheiro,,,,,,,,,,,,,Beatriz da Mota,Rafael Almeida,,
320,Calebe da Costa,1990-01-01,,,,,,,,,,Nascimento das Flores, AP,07740-497,Estação Luiz Otávio Freitas,78,,Barreiro,Jesus,,BR,,br,st,,Prefeito,,,,,,,,,,,,,,Thiago Carvalho,,
321,Bernardo Alves,,,,,,,,(41)0350-9512,,,Costa, TO,60462-939,Campo Isabella Oliveira,62,,São Tomaz,Ribeiro dos Dourados,,BR,,,se,,Cozinheira,,,,,,,,,,,,,Esther da Mata,Sr. Luiz Gustavo Correia,,
322,Sra. Pietra Cardoso,2020-01-01,,,,,,,(61)2141-7055,,,Silveira, RR,41889-701,Campo Lucas Gabriel Ferreira,982,,Itatiaia,Cavalcanti da Mata,,BR,,br,se,,DJ,,,,,,,,,,,,,Laura Silveira,Erick Costa,,
323,Bárbara Cardoso,,,,,,(61)97142-4676,,,,,Oliveira,,,,,,,,,BR,,bl,se,,,,,,,,,,,,,,,Luna Moraes,,,
324,Sophie Nogueira,1974-01-01,,,,,,,(21)6731-7028,,,Nascimento Alegre, TO,13788-964,Estrada Marina Araújo,88,,Ventosa,Porto,,BR,,wh,se,,Cancerologista ou Oncologista,,,,,,,,,,,,,Maria Fernanda Cardoso,Dr. João Guilherme Aragão,,
325,Ana Laura Fernandes,2030-01-01,,,,,,(21)4472-2994,,,,Costa, AL,86432-189,Avenida de da Luz,55,,Barão Homem De Melo 2ª Seção,Pinto,,BR,,br,se,,Judoca,,,,,,,,,,,,,,Felipe Campos,,
326,Davi Lucca Correia,2054-01-01,,,,,,(31)5256-9006,,,,Gonçalves, PR,50419-084,Vale de Moraes,196,,Satelite,Aragão,,BR,,wh,,,Técnico em agropecuária,,,,,,,,,,,,,Júlia Nunes,Sr. Davi Gomes,,
327,Arthur Azevedo,1984-01-01,,,,,(55)98179-8626,,,,,Correia das Flores, RS,12562-752,Aeroporto da Cruz,56,,Nova Granada,da Cruz Grande,,BR,,,st,,Cabeleireiro,,,,,,,,,,,,,Clarice Pires,Juan da Costa,,
328,Benício Monteiro,2037-01-01,,,,,,,(84)2954-0680,,,da Cunha da Serra, PR,85033-728,Viela Davi Luiz Ribeiro,934,,São Paulo,da Paz,,BR,,wh,se,,Tecnólogo em papel e celulose,,,,,,,,,,,,,,João Vitor Barros,,
329,Raul Carvalho,1972-01-01,,,,,(55)90454-0812,,,,,Fernandes, MG,48637-342,Parque de Dias,8,,Vila Nova,Campos do Oeste,,BR,,,se,,Crítico,,,,,,,,,,,,,Mirella Campos,,,
330,Dr. João Vitor Ramos,1930-01-01,,,,,,,,,,da Rocha da Praia, AL,47140-903,Rodovia Bryan Sales,1,,Maria Virgínia,Duarte de Lopes,,BR,,br,ma,,Office-boy,,,,,,,,,,,,,Lara Peixoto,Sr. Luiz Fernando da Luz,,
331,Luiz Gustavo Moura,2028-01-01,,,,,(55)95640-9625,,,,,Barbosa de Correia,,,,,,,,,BR,,wh,st,,Pedreiro,,,,,,,,,,,,,Letícia Martins,Diogo Costa,,
332,Valentina Barbosa,,,,,,(55)91663-3603,,,,,Ribeiro de Aragão, PA,00272-879,Trecho de Sales,67,,Santo Agostinho,Nunes,,BR,,ye,st,,Clap loader,,,,,,,,,,,,,Eloah Nascimento,,,
333,Maria Vitória Correia,2003-01-01,,,,,,(71)7729-9265,,,,Cardoso Grande, RO,14538-699,Travessa Ribeiro,4,,Marieta 2ª Seção,Barros,,BR,,bl,,,Cabeleireiro,,,,,,,,,,,,,,Dr. Arthur Ribeiro,,
334,Maitê Gonçalves,2002-01-01,,,,,,(41)7667-9658,,,,Azevedo de Castro, RO,07349-715,Jardim Almeida,16,,Vila Canto Do Sabiá,Pereira Alegre,,BR,,bl,,,,,,,,,,,,,,,,Maria Fernanda Cunha,,,
335,Júlia Pires,,,,,,,,(21)7894-1771,,,Campos da Prata,,,,,,,,,BR,,br,ma,,Pizzaiolo,,,,,,,,,,,,,Ana Laura Nogueira,,,
336,André Pinto,1967-01-01,,,,,,,,,,Melo, MA,48432-814,Vila Heloísa Pires,480,,Mangueiras,Nascimento,,BR,,ye,se,,,,,,,,,,,,,,,Evelyn Alves,Caio Dias,,
337,Manuela Pereira,1994-01-01,,,,,,,,,,,,,,,,,,,BR,,,ma,,Gari,,,,,,,,,,,,,,Cauê Alves,,
338,Rafaela Azevedo,2020-01-01,,,,,,,,,,Cardoso da Serra, RJ,28361-877,Distrito Nathan Silveira,52,,Fernão Dias,Cardoso,,BR,,wh,,,,,,,,,,,,,,,,Luana Ferreira,Marcelo Ramos,,
339,Thiago Fogaça,1998-01-01,,,,,,,(11)3583-1536,,,da Conceição do Galho, RS,76700-342,Quadra de Novaes,4,,Vila Nova Cachoeirinha 1ª Seção,Rocha da Serra,,BR,,,st,,Construtor,,,,,,,,,,,,,Beatriz Moreira,Luiz Felipe Rezende,,
340,Maria Sophia Rodrigues,2013-01-01,,,,,(21)93520-7056,,,,,Moura, PI,86621-466,Condomínio de Aragão,43,,Jardim Guanabara,Dias da Prata,,BR,,br,wi,,Ventríloquo,,,,,,,,,,,,,Letícia Carvalho,Luiz Otávio Alves,,
341,Agatha Souza,1967-01-01,,,,,,,,,,Mendes Alegre, RS,14896-709,Setor Monteiro,5,,Vila Das Oliveiras,Silveira das Pedras,,BR,,wh,,,Amolador de ferramentas,,,,,,,,,,,,,Ana Júlia Fogaça,Paulo Jesus,,
342,Nina Sales,1943-01-01,,,,,,,,,,Araújo da Serra, MA,37949-434,Conjunto Jesus,59,,São Salvador,Pinto do Amparo,,BR,,bl,wi,,Classificador contábil,,,,,,,,,,,,,Manuela Monteiro,Murilo Novaes,,
